source,source_record_id,ein,organization_name,dba_name,street,city,state,zip,county,latitude,longitude,ntee_code,ntee_definition,status_code,status_definition,last_seen_vintage,tax_period,revenue_amount,asset_amount,income_amount,size,size_basis,active_flag,source_url
IRS/NCCS BMF,37-1106465,37-1106465,Central Illinois Foodbank,,PO BOX 8228,SPRINGFIELD,IL,62791-8228,Sangamon County,39.788748,-89.664939,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202505,20264591,17570359,20271769,Medium,IRS revenue $5M–<$25M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1128716,37-1128716,Washington Helps Its People Whip,,614 S MAIN ST,WASHINGTON,IL,61571-2522,Tazewell County,40.696551,-89.4068564535458,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202510,175077,246582,175077,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1130252,37-1130252,Eastern Illinois Foodbank,,2405 N SHR DR,URBANA,IL,61802-7221,Champaign County,40.1381033993883,-88.2221794219224,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,23175319,13155018,23250937,Medium,IRS revenue $5M–<$25M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1144614,37-1144614,Union County Food Pantry,,,ANNA,IL,62906,,,,K31,"Food Banks, Pantries",,,2015-07,201112,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1162097,37-1162097,Grant Township Food Cupboard,,525 S MARKET ST,HOOPESTON,IL,60942-1642,Vermilion County,40.4628350291419,-87.6683532915919,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1172773,37-1172773,Cambria Food Bank,,PO BOX 218,CAMBRIA,IL,62915-0218,Williamson County,37.784583,-89.119161,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1173652,37-1173652,Christian Outreach Program Emergency Of Massac County,,PO BOX 761,METROPOLIS,IL,62960-0761,Massac County,37.182429,-88.7226795,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,69175,47561,69175,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1190183,37-1190183,Palestine Community Food Bank,,15595 E 1150TH AVE,PALESTINE,IL,62451-2706,Crawford County,39.0224382986037,-87.6565323753823,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,56734,88969,56734,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1219116,37-1219116,Oblong Community Christian Food Pantry,,107 W ILLINOIS ST,OBLONG,IL,62449-1130,Crawford County,39.0027972237288,-87.91012990161,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1245085,37-1245085,St Clair County Church Emergency Food Center,,,BELLEVILLE,IL,62220,,,,K31,"Food Banks, Pantries",,,2010-11,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1254086,37-1254086,Mideastern Illinois Labor Council Food Bank,,,MATTOON,IL,61938,,,,K31,"Food Banks, Pantries",,,2011-12,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1269790,37-1269790,Ball Chatham Community Food Pantry,,1835 E WALNUT ST,CHATHAM,IL,62629-1578,Sangamon County,39.6768484507759,-89.6808915,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,31615,141311,31615,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1270469,37-1270469,Food And Clothing Bank,,PO BOX 115,FREEBURG,IL,62243-0115,St. Clair County,38.424357,-89.90568,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,23434,26280,23434,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1313964,37-1313964,Minonk Township Food Pantry,,670 N CHESTNUT ST,MINONK,IL,61760-1272,Woodford County,40.9040008238886,-89.034098311967,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1317209,37-1317209,Coalition For People In Need,,PO BOX 766,CHARLESTON,IL,61920-0766,Coles County,39.485916,-88.173801,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,65525,31821,65525,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1372058,37-1372058,Lords Helpers,,,SMITHTON,IL,62285,,,,K31,"Food Banks, Pantries",,,2010-11,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1376263,37-1376263,Minisries Un,,C/O KATHERINE SCHELLER 310 COLLINSV,TROY,IL,62294-0000,Madison County,38.72842,-89.882545,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,88955,211026,88955,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1381940,37-1381940,Harvest Food Bank,,,EAST PEORIA,IL,61611,,,,K31,"Food Banks, Pantries",,,2008-10,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1388559,37-1388559,Reaching Generations,,2600 GRAND AVE,GRANITE CITY,IL,62040-4825,Madison County,38.7099358334585,-90.1349987540828,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1401435,37-1401435,Feed My People,,200 HICKORY RDG CT,CENTRALIA,IL,62801-3079,Marion County,38.5194281398156,-89.1422284821977,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1412173,37-1412173,Sandoval Shalom Community,,101 E MISSOURI AVE,SANDOVAL,IL,62882-0000,Marion County,38.6158181923206,-89.119472953823,K31,"Food Banks, Pantries",1,Unconditional Exemption,2025-08,202112,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1414659,37-1414659,Starfish Outreach Ministries,,,OLNEY,IL,62450,,,,K31,"Food Banks, Pantries",,,2010-11,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1415188,37-1415188,Feeding Illinois,,273 DEARBORN CT,GENEVA,IL,60134-3587,Kane County,41.8878380257664,-88.2688358912236,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,2997198,2945883,2997198,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1446657,37-1446657,Northfield Township Food Pantry,,2550 WAUKEGAN RD STE 200,GLENVIEW,IL,60025-1777,Cook County,42.1010396405736,-87.798757028651,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202503,1735115,3101395,1794380,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1493100,37-1493100,Vons House,,8424 S OGLESBY AVE,CHICAGO,IL,60617-1939,Cook County,41.741867766028,-87.5673071959719,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1565493,37-1565493,Coal City Food Pantry,,6805 E MCARDLE RD,COAL CITY,IL,60416-9701,Grundy County,41.2948964648282,-88.2896290670264,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1583768,37-1583768,Inner City Missions Network,,,RIVERSIDE,IL,60546,,,,K31,"Food Banks, Pantries",,,2013-02,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1615485,37-1615485,Putnam County Food Pantry,,PO BOX 96,GRANVILLE,IL,61326-0096,Putnam County,41.261832,-89.22573,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,42447,339404,42447,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1801039,37-1801039,Vernon Township Food Pantry,,3050 N MAIN ST,BUFFALO GROVE,IL,60089-2727,Lake County,42.203772,-87.9596865,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202403,74833,411040,74833,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,38-3666380,38-3666380,Murphysboro Food Pantry,,PO BOX 671,MURPHYSBORO,IL,62966-0671,Jackson County,37.769247,-89.336898,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,373004,1302577,374705,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,38-3776260,38-3776260,Niles Township Food Pantry Foundation,Charles Levy,5255 LINCOLN AVE,SKOKIE,IL,60077-0000,Cook County,42.0337815528352,-87.7595737346691,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,2507929,1964989,2507929,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,38-3796317,38-3796317,Uncle Shack Food Pantry,,,CHICAGO,IL,60607,,,,K31,"Food Banks, Pantries",,,2013-09,200912,63387,23633,63387,Small,IRS revenue < $5M,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,38-3956841,38-3956841,Bloom Township Food Pantry,,425 S HALSTED ST,CHICAGO HTS,IL,60411-1212,Cook County,41.5232940488488,-87.6357009298866,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,39-3230077,39-3230077,Princeville Community Food Pantry,,17223 W BRIMFIELD JUBILEE RD,BRIMFIELD,IL,61517-9384,Peoria County,40.8432025579371,-89.8667198381903,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,39-4649672,39-4649672,Team Coleman,Team Coleman,727 JOHNSTON ST,GALESBURG,IL,61401-2964,Knox County,40.9606034865542,-90.3586690058284,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,39-4804067,39-4804067,Green Petal Project,,1101 N LAWNDALE AVE UNIT 2,CHICAGO,IL,60651-0000,Cook County,41.901025840412,-87.718891747966,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,39-5042544,39-5042544,Shared Smiles Foundation,,1040 WESTWOOD DR APT 606,SCHAUMBURG,IL,60173-5720,Cook County,42.0744037330483,-88.0548083735933,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,40-0001099,40-0001099,Batavia Interfaith Food Pantry,,431 N RADDANT RD,BATAVIA,IL,60510-4221,Kane County,41.8556216602518,-88.2925326106523,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202406,1322264,1124151,1322264,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-2132599,41-2132599,Wayne Township Pantry And Senior Services,,27W031 N AVE,WEST CHICAGO,IL,60185-5122,DuPage County,41.90625,-88.14627,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202503,248293,776099,248293,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-2183721,41-2183721,Gods Helping Hands,,,MOMENCE,IL,60954,,,,K31,"Food Banks, Pantries",,,2012-02,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-2340899,41-2340899,Grace & Mercy Food Bank,,7300 W FULLERTON AVE UNIT 35245,ELMWOOD PARK,IL,60707-0715,Cook County,41.923488141843,-87.809636514571,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-2394680,41-2394680,Mano A Mano Unidos,,6236 CERMAK RD,BERWYN,IL,60402-2319,Cook County,41.8508473389115,-87.7804330546771,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-2977352,41-2977352,Baylis And Beyond,,32176 357TH LN,BAYLIS,IL,62314-2601,Pike County,39.726243,-90.8648055,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-3671174,41-3671174,Panza Llena,,2345 S WENTWORTH AVE,CHICAGO,IL,60616-5600,Cook County,41.8496804737723,-87.6319166277917,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-3915621,41-3915621,Grain And Guidance Nfp,,201 SW ADAMS ST,PEORIA,IL,61602-1407,Peoria County,40.6907834432741,-89.5912219524207,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-3937001,41-3937001,Salaam Relief Corps,,3244 W 167TH ST,MARKHAM,IL,60428-5540,Cook County,41.5862875304113,-87.696288,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-4239701,41-4239701,Neighbors Network Chicagoland,,10441 CIR DR APT 24C,OAK LAWN,IL,60453-6411,Cook County,41.7037912714238,-87.7623841990017,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-4506428,41-4506428,Mission Of Love,,6401 S YALE AVE APT 1111,CHICAGO,IL,60621-3847,Cook County,41.7777283025275,-87.6317461848061,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-4882278,41-4882278,Liberty House For Veterans,,211 W WACKER DR STE 120 PMB 2432,CHICAGO,IL,60606-1377,Cook County,41.8867344185183,-87.6347524711179,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-5177615,41-5177615,Rahmah Interfaith & Halal Food Pant Ry,,134 MONAVILLE RD,LAKE VILLA,IL,60046-5517,Lake County,42.398451,-88.0855335,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,42-1710857,42-1710857,Star Of David Outreach Ministries,,629 N STAINT LOUIS AVE,CHICAGO,IL,60624-0000,Cook County,41.8927798812107,-87.7137486408334,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,43-2037859,43-2037859,Riverbend Community Food Pantry,,,ALTON,IL,62002,,,,K31,"Food Banks, Pantries",,,2022-01,201812,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-2828186,45-2828186,Mt Morris Loaves & Fish,,409 W BRAYTON RD,MOUNT MORRIS,IL,61054-1303,Ogle County,42.0448835622659,-89.4404723731606,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,46339,22559,46339,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-3194703,45-3194703,Lacey-Hill Community Outreach,,,LA GRANGE,IL,60525,,,,K31,"Food Banks, Pantries",,,2022-01,,,,,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-3638421,45-3638421,Run For Hunger,,,ELMHURST,IL,60126,,,,K31,"Food Banks, Pantries",,,2020-04,201612,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-3951691,45-3951691,Beef 4 Hunger,,309 KING MUIR RD,LAKE FOREST,IL,60045-2036,Lake County,42.245343,-87.8694255,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,58942,64240,67513,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-4266878,45-4266878,Herrick Food Pantry,,901 E 100 N RD,HERRICK,IL,62431-1223,Shelby County,39.2306924311264,-88.9728995670551,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-4837546,45-4837546,Illinois Partners In Hope,,1315 S SCHOOLHOUSE RD UNIT 8,NEW LENOX,IL,60451-3306,Will County,41.495724,-87.9304545,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,919846,482773,919846,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-5350012,45-5350012,Standing Stone Community Center,,201 N 6TH ST,CHARLESTON,IL,61920-1136,Coles County,39.4999883957816,-88.1762285965723,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,157516,53313,157516,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-0622495,46-0622495,Elmhurst-Yorkfield Food Pantry,,1083 S YORK ST,ELMHURST,IL,60126-5121,DuPage County,41.8680945012981,-87.9329411313984,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,1784890,3589338,1790125,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-0739637,46-0739637,Mas Food Pantry,,110 S MAIN ST,FLANAGAN,IL,61740-7583,Livingston County,40.8774378090484,-88.8611963958972,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-1591916,46-1591916,Iuoe Local 965 Food Bank,,,SPRINGFIELD,IL,62703,,,,K31,"Food Banks, Pantries",,,2022-01,201912,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-1886657,46-1886657,Contagious Faith Ministries,,105 E FAYETTE AVE,PATOKA,IL,62875-0000,Marion County,38.7527621618191,-89.095327739388,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-2628376,46-2628376,Julias Fishes & Loaves,,,RICHTON PARK,IL,60471,,,,K31,"Food Banks, Pantries",,,2016-04,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-2666733,46-2666733,Lomax Food Pantry,,,LOMAX,IL,61454,,,,K31,"Food Banks, Pantries",,,2020-04,,,,,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-3252431,46-3252431,Avon Community Food Pantry,,,ROUND LAKE,IL,60073,,,,K31,"Food Banks, Pantries",,,2020-04,201712,96309,0,0,Small,IRS revenue < $5M,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-3379182,46-3379182,4 Kids Sake,,336 DRAKE AVE,BOLINGBROOK,IL,60490-3104,Will County,41.6872451090945,-88.1181234796007,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202312,447832,95020,447832,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-3710938,46-3710938,Milan Christian Food Pantry,,PO BOX 333,MILAN,IL,61264-0333,Rock Island County,41.418756,-90.573858,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,87083,226453,87083,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-4084983,46-4084983,Feeding Our Kids,,PO BOX 7422,CHAMPAIGN,IL,61826-7422,Champaign County,40.137174,-88.2772515,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,309555,470673,309555,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
