ID,Food Item,Category,Storage Type,Dietary Notes
967,High-Protein penne,Pasta & Noodles,Shelf-stable,Vegetarian
968,Organic penne,Pasta & Noodles,Shelf-stable,Vegetarian
969,Regular rigatoni,Pasta & Noodles,Shelf-stable,Vegetarian
970,Whole-Wheat rigatoni,Pasta & Noodles,Shelf-stable,Vegetarian
971,Gluten-Free rigatoni,Pasta & Noodles,Shelf-stable,Vegetarian
972,High-Protein rigatoni,Pasta & Noodles,Shelf-stable,Vegetarian
973,Organic rigatoni,Pasta & Noodles,Shelf-stable,Vegetarian
974,Regular ziti,Pasta & Noodles,Shelf-stable,Vegetarian
975,Whole-Wheat ziti,Pasta & Noodles,Shelf-stable,Vegetarian
976,Gluten-Free ziti,Pasta & Noodles,Shelf-stable,Vegetarian
977,High-Protein ziti,Pasta & Noodles,Shelf-stable,Vegetarian
978,Organic ziti,Pasta & Noodles,Shelf-stable,Vegetarian
979,Regular rotini,Pasta & Noodles,Shelf-stable,Vegetarian
980,Whole-Wheat rotini,Pasta & Noodles,Shelf-stable,Vegetarian
981,Gluten-Free rotini,Pasta & Noodles,Shelf-stable,Vegetarian
982,High-Protein rotini,Pasta & Noodles,Shelf-stable,Vegetarian
983,Organic rotini,Pasta & Noodles,Shelf-stable,Vegetarian
984,Regular fusilli,Pasta & Noodles,Shelf-stable,Vegetarian
985,Whole-Wheat fusilli,Pasta & Noodles,Shelf-stable,Vegetarian
986,Gluten-Free fusilli,Pasta & Noodles,Shelf-stable,Vegetarian
987,High-Protein fusilli,Pasta & Noodles,Shelf-stable,Vegetarian
988,Organic fusilli,Pasta & Noodles,Shelf-stable,Vegetarian
989,Regular farfalle,Pasta & Noodles,Shelf-stable,Vegetarian
990,Whole-Wheat farfalle,Pasta & Noodles,Shelf-stable,Vegetarian
991,Gluten-Free farfalle,Pasta & Noodles,Shelf-stable,Vegetarian
992,High-Protein farfalle,Pasta & Noodles,Shelf-stable,Vegetarian
993,Organic farfalle,Pasta & Noodles,Shelf-stable,Vegetarian
994,Regular elbow macaroni,Pasta & Noodles,Shelf-stable,Vegetarian
995,Whole-Wheat elbow macaroni,Pasta & Noodles,Shelf-stable,Vegetarian
996,Gluten-Free elbow macaroni,Pasta & Noodles,Shelf-stable,Vegetarian
997,High-Protein elbow macaroni,Pasta & Noodles,Shelf-stable,Vegetarian
998,Organic elbow macaroni,Pasta & Noodles,Shelf-stable,Vegetarian
999,Regular shells,Pasta & Noodles,Shelf-stable,Vegetarian
1000,Whole-Wheat shells,Pasta & Noodles,Shelf-stable,Vegetarian
1001,Gluten-Free shells,Pasta & Noodles,Shelf-stable,Vegetarian
1002,High-Protein shells,Pasta & Noodles,Shelf-stable,Vegetarian
1003,Organic shells,Pasta & Noodles,Shelf-stable,Vegetarian
1004,Regular orzo,Pasta & Noodles,Shelf-stable,Vegetarian
1005,Whole-Wheat orzo,Pasta & Noodles,Shelf-stable,Vegetarian
1006,Gluten-Free orzo,Pasta & Noodles,Shelf-stable,Vegetarian
1007,High-Protein orzo,Pasta & Noodles,Shelf-stable,Vegetarian
1008,Organic orzo,Pasta & Noodles,Shelf-stable,Vegetarian
1009,Regular lasagna noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1010,Whole-Wheat lasagna noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1011,Gluten-Free lasagna noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1012,High-Protein lasagna noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1013,Organic lasagna noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1014,Regular egg noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1015,Whole-Wheat egg noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1016,Gluten-Free egg noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1017,High-Protein egg noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1018,Organic egg noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1019,Regular wide egg noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1020,Whole-Wheat wide egg noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1021,Gluten-Free wide egg noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1022,High-Protein wide egg noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1023,Organic wide egg noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1024,Regular rice noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1025,Whole-Wheat rice noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1026,Gluten-Free rice noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1027,High-Protein rice noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1028,Organic rice noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1029,Regular soba noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1030,Whole-Wheat soba noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1031,Gluten-Free soba noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1032,High-Protein soba noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1033,Organic soba noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1034,Regular udon noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1035,Whole-Wheat udon noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1036,Gluten-Free udon noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1037,High-Protein udon noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1038,Organic udon noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1039,Regular ramen noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1040,Whole-Wheat ramen noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1041,Gluten-Free ramen noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1042,High-Protein ramen noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1043,Organic ramen noodles,Pasta & Noodles,Shelf-stable,Vegetarian
1044,Regular vermicelli,Pasta & Noodles,Shelf-stable,Vegetarian
1045,Whole-Wheat vermicelli,Pasta & Noodles,Shelf-stable,Vegetarian
1046,Gluten-Free vermicelli,Pasta & Noodles,Shelf-stable,Vegetarian
1047,High-Protein vermicelli,Pasta & Noodles,Shelf-stable,Vegetarian
1048,Organic vermicelli,Pasta & Noodles,Shelf-stable,Vegetarian
1049,Regular cavatappi,Pasta & Noodles,Shelf-stable,Vegetarian
1050,Whole-Wheat cavatappi,Pasta & Noodles,Shelf-stable,Vegetarian
1051,Gluten-Free cavatappi,Pasta & Noodles,Shelf-stable,Vegetarian
1052,High-Protein cavatappi,Pasta & Noodles,Shelf-stable,Vegetarian
1053,Organic cavatappi,Pasta & Noodles,Shelf-stable,Vegetarian
1054,Regular orecchiette,Pasta & Noodles,Shelf-stable,Vegetarian
1055,Whole-Wheat orecchiette,Pasta & Noodles,Shelf-stable,Vegetarian
1056,Gluten-Free orecchiette,Pasta & Noodles,Shelf-stable,Vegetarian
1057,High-Protein orecchiette,Pasta & Noodles,Shelf-stable,Vegetarian
1058,Organic orecchiette,Pasta & Noodles,Shelf-stable,Vegetarian
1059,Regular gnocchi,Pasta & Noodles,Shelf-stable,Vegetarian
1060,Whole-Wheat gnocchi,Pasta & Noodles,Shelf-stable,Vegetarian
1061,Gluten-Free gnocchi,Pasta & Noodles,Shelf-stable,Vegetarian
1062,High-Protein gnocchi,Pasta & Noodles,Shelf-stable,Vegetarian
1063,Organic gnocchi,Pasta & Noodles,Shelf-stable,Vegetarian
1064,"Corn Flakes, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1065,"Corn Flakes, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1066,"Corn Flakes, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1067,"Corn Flakes, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1068,"Corn Flakes, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1069,"Bran Flakes, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1070,"Bran Flakes, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1071,"Bran Flakes, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1072,"Bran Flakes, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1073,"Bran Flakes, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1074,"Rice Cereal, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1075,"Rice Cereal, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1076,"Rice Cereal, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1077,"Rice Cereal, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1078,"Rice Cereal, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1079,"Toasted Oat Cereal, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1080,"Toasted Oat Cereal, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1081,"Toasted Oat Cereal, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1082,"Toasted Oat Cereal, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1083,"Toasted Oat Cereal, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1084,"Wheat Squares, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1085,"Wheat Squares, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1086,"Wheat Squares, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1087,"Wheat Squares, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1088,"Wheat Squares, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1089,"Shredded Wheat, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1090,"Shredded Wheat, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1091,"Shredded Wheat, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1092,"Shredded Wheat, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1093,"Shredded Wheat, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1094,"Multigrain Cereal, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1095,"Multigrain Cereal, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1096,"Multigrain Cereal, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1097,"Multigrain Cereal, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1098,"Multigrain Cereal, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1099,"Granola, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1100,"Granola, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1101,"Granola, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1102,"Granola, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1103,"Granola, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1104,"Muesli, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1105,"Muesli, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1106,"Muesli, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1107,"Muesli, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1108,"Muesli, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1109,"Raisin Bran, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1110,"Raisin Bran, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1111,"Raisin Bran, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1112,"Raisin Bran, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1113,"Raisin Bran, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1114,"Cinnamon Cereal, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1115,"Cinnamon Cereal, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1116,"Cinnamon Cereal, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1117,"Cinnamon Cereal, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1118,"Cinnamon Cereal, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1119,"Honey Oat Cereal, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1120,"Honey Oat Cereal, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1121,"Honey Oat Cereal, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1122,"Honey Oat Cereal, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1123,"Honey Oat Cereal, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1124,"Chocolate Rice Cereal, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1125,"Chocolate Rice Cereal, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1126,"Chocolate Rice Cereal, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1127,"Chocolate Rice Cereal, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1128,"Chocolate Rice Cereal, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1129,"Fruit Rings Cereal, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1130,"Fruit Rings Cereal, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1131,"Fruit Rings Cereal, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1132,"Fruit Rings Cereal, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1133,"Fruit Rings Cereal, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1134,"Puffed Rice, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1135,"Puffed Rice, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1136,"Puffed Rice, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1137,"Puffed Rice, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1138,"Puffed Rice, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1139,"Puffed Wheat, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1140,"Puffed Wheat, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1141,"Puffed Wheat, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1142,"Puffed Wheat, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1143,"Puffed Wheat, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1144,"Oat Rings, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1145,"Oat Rings, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1146,"Oat Rings, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1147,"Oat Rings, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1148,"Oat Rings, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1149,"Maple Granola, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1150,"Maple Granola, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1151,"Maple Granola, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1152,"Maple Granola, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1153,"Maple Granola, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1154,"Berry Granola, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1155,"Berry Granola, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1156,"Berry Granola, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1157,"Berry Granola, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1158,"Berry Granola, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1159,"Nut-Free Granola, standard box",Breakfast Cereals,Shelf-stable,Vegetarian
1160,"Nut-Free Granola, family-size box",Breakfast Cereals,Shelf-stable,Vegetarian
1161,"Nut-Free Granola, single-serve cups",Breakfast Cereals,Shelf-stable,Vegetarian
1162,"Nut-Free Granola, low-sugar",Breakfast Cereals,Shelf-stable,Vegetarian
1163,"Nut-Free Granola, whole-grain",Breakfast Cereals,Shelf-stable,Vegetarian
1164,Original pancake mix,Breakfast Foods,Shelf-stable,Vegetarian
1165,Whole-Grain pancake mix,Breakfast Foods,Shelf-stable,Vegetarian
1166,Gluten-Free pancake mix,Breakfast Foods,Shelf-stable,Vegetarian
1167,Low-Sugar pancake mix,Breakfast Foods,Shelf-stable,Vegetarian
1168,Family-Size pancake mix,Breakfast Foods,Shelf-stable,Vegetarian
1169,Original waffle mix,Breakfast Foods,Shelf-stable,Vegetarian
1170,Whole-Grain waffle mix,Breakfast Foods,Shelf-stable,Vegetarian
1171,Gluten-Free waffle mix,Breakfast Foods,Shelf-stable,Vegetarian
1172,Low-Sugar waffle mix,Breakfast Foods,Shelf-stable,Vegetarian
1173,Family-Size waffle mix,Breakfast Foods,Shelf-stable,Vegetarian
1174,Original biscuit mix,Breakfast Foods,Shelf-stable,Vegetarian
1175,Whole-Grain biscuit mix,Breakfast Foods,Shelf-stable,Vegetarian
1176,Gluten-Free biscuit mix,Breakfast Foods,Shelf-stable,Vegetarian
1177,Low-Sugar biscuit mix,Breakfast Foods,Shelf-stable,Vegetarian
1178,Family-Size biscuit mix,Breakfast Foods,Shelf-stable,Vegetarian
1179,Original cornbread mix,Breakfast Foods,Shelf-stable,Vegetarian
1180,Whole-Grain cornbread mix,Breakfast Foods,Shelf-stable,Vegetarian
1181,Gluten-Free cornbread mix,Breakfast Foods,Shelf-stable,Vegetarian
1182,Low-Sugar cornbread mix,Breakfast Foods,Shelf-stable,Vegetarian
1183,Family-Size cornbread mix,Breakfast Foods,Shelf-stable,Vegetarian
1184,Original instant oatmeal,Breakfast Foods,Shelf-stable,Vegetarian
1185,Whole-Grain instant oatmeal,Breakfast Foods,Shelf-stable,Vegetarian
1186,Gluten-Free instant oatmeal,Breakfast Foods,Shelf-stable,Vegetarian
1187,Low-Sugar instant oatmeal,Breakfast Foods,Shelf-stable,Vegetarian
1188,Family-Size instant oatmeal,Breakfast Foods,Shelf-stable,Vegetarian
1189,Original overnight oats,Breakfast Foods,Shelf-stable,Vegetarian
1190,Whole-Grain overnight oats,Breakfast Foods,Shelf-stable,Vegetarian
1191,Gluten-Free overnight oats,Breakfast Foods,Shelf-stable,Vegetarian
1192,Low-Sugar overnight oats,Breakfast Foods,Shelf-stable,Vegetarian
1193,Family-Size overnight oats,Breakfast Foods,Shelf-stable,Vegetarian
1194,Original breakfast bars,Breakfast Foods,Shelf-stable,Vegetarian
1195,Whole-Grain breakfast bars,Breakfast Foods,Shelf-stable,Vegetarian
1196,Gluten-Free breakfast bars,Breakfast Foods,Shelf-stable,Vegetarian
1197,Low-Sugar breakfast bars,Breakfast Foods,Shelf-stable,Vegetarian
1198,Family-Size breakfast bars,Breakfast Foods,Shelf-stable,Vegetarian
1199,Original granola bars,Breakfast Foods,Shelf-stable,Vegetarian
1200,Whole-Grain granola bars,Breakfast Foods,Shelf-stable,Vegetarian
1201,Gluten-Free granola bars,Breakfast Foods,Shelf-stable,Vegetarian
1202,Low-Sugar granola bars,Breakfast Foods,Shelf-stable,Vegetarian
1203,Family-Size granola bars,Breakfast Foods,Shelf-stable,Vegetarian
1204,Original toaster pastries,Breakfast Foods,Shelf-stable,Vegetarian
1205,Whole-Grain toaster pastries,Breakfast Foods,Shelf-stable,Vegetarian
1206,Gluten-Free toaster pastries,Breakfast Foods,Shelf-stable,Vegetarian
1207,Low-Sugar toaster pastries,Breakfast Foods,Shelf-stable,Vegetarian
1208,Family-Size toaster pastries,Breakfast Foods,Shelf-stable,Vegetarian
1209,Original breakfast biscuits,Breakfast Foods,Shelf-stable,Vegetarian
1210,Whole-Grain breakfast biscuits,Breakfast Foods,Shelf-stable,Vegetarian
1211,Gluten-Free breakfast biscuits,Breakfast Foods,Shelf-stable,Vegetarian
1212,Low-Sugar breakfast biscuits,Breakfast Foods,Shelf-stable,Vegetarian
1213,Family-Size breakfast biscuits,Breakfast Foods,Shelf-stable,Vegetarian
1214,Original maple syrup,Breakfast Foods,Shelf-stable,Vegetarian
1215,Whole-Grain maple syrup,Breakfast Foods,Shelf-stable,Vegetarian
1216,Gluten-Free maple syrup,Breakfast Foods,Shelf-stable,Vegetarian
1217,Low-Sugar maple syrup,Breakfast Foods,Shelf-stable,Vegetarian
1218,Family-Size maple syrup,Breakfast Foods,Shelf-stable,Vegetarian
1219,Original pancake syrup,Breakfast Foods,Shelf-stable,Vegetarian
1220,Whole-Grain pancake syrup,Breakfast Foods,Shelf-stable,Vegetarian
1221,Gluten-Free pancake syrup,Breakfast Foods,Shelf-stable,Vegetarian
1222,Low-Sugar pancake syrup,Breakfast Foods,Shelf-stable,Vegetarian
1223,Family-Size pancake syrup,Breakfast Foods,Shelf-stable,Vegetarian
1224,Original honey,Breakfast Foods,Shelf-stable,Vegetarian
1225,Whole-Grain honey,Breakfast Foods,Shelf-stable,Vegetarian
1226,Gluten-Free honey,Breakfast Foods,Shelf-stable,Vegetarian
1227,Low-Sugar honey,Breakfast Foods,Shelf-stable,Vegetarian
1228,Family-Size honey,Breakfast Foods,Shelf-stable,Vegetarian
1229,Original fruit preserves,Breakfast Foods,Shelf-stable,Vegetarian
1230,Whole-Grain fruit preserves,Breakfast Foods,Shelf-stable,Vegetarian
1231,Gluten-Free fruit preserves,Breakfast Foods,Shelf-stable,Vegetarian
1232,Low-Sugar fruit preserves,Breakfast Foods,Shelf-stable,Vegetarian
1233,Family-Size fruit preserves,Breakfast Foods,Shelf-stable,Vegetarian
1234,Original peanut butter breakfast spread,Breakfast Foods,Shelf-stable,Vegetarian
